SentenceId	Phrase	Sentiment
4977	pascale bailly rom com	2
4978	pretty school special	2
4979	catch	4
4980	real life hollywood fairy tale engaging usual fantasy hollywood produce	4
4981	scott convincing portrayal roger sad cad really give film oomph	4
4982	shallow	0
4983	screenwriter dan schneider director shawn levy substitute volume primary color humor bite	4
4984	film enthrall whole family	4
4985	true animatronic root stiff ponderous charmless mechanical apparatus country bear never brought hibernation	0
4986	filmmaker playing big boy new york l end mock kind folk n understand one figure power luncher n care understand either	0
4987	biggest problem roger avary uproar mpaa even director cut glory made film barely shocking barely interesting barely anything	0
4988	lrb rrb oo many gross scene	0
4989	head turner thoughtfully written beautifully read finally deeply humanizing	4
4990	others remind hong kong action cinema still alive kicking	4
4991	poignant comedy offer food thought	4
4992	original gangster sweating bullet worrying contract life	2
4993	weighty theme grave youngster story steeped fairy tale childish thing appeal much teenager	0
4994	story undeniably hard follow iwai gorgeous visuals seduce	4
4995	extraordinary debut josh koury	4
4996	smothered solemnity	2
4997	even push agenda forcefully remains film something one attempt often achieves level connection concern	4
4998	writer director walter hill co writer david giler try create character obvious cliche wind using punching bag	0
4999	secret ballot funny puzzling movie ambiguous enough engaging oddly moving	4
5000	sorry mess director diabolical debut mad cow	0
5001	film list cast strong supporting player tale like central figure vivi little bit hard love	0
5002	child wo n enjoy movie	0
5003	lie big fat liar real charmer	4
5004	witty low key romantic comedy	4
5005	streamlined tight brisk minute screwball thriller big trouble funny harmless substantial tub popcorn extra butter	2
5006	death might release	0
5007	spirit visual treat take chance bold studio standard lack strong narrative	4
5008	go pack knitting needle	0
5009	implicitly acknowledges celebrates glorious chicanery self delusion american business reason may oddly honest hollywood document	4
5010	much lady duke quiet decisive moment member cultural elite determine proceed world implodes	4
5011	movie pretty funny without way demeaning subject	4
5012	movie held captive mediocrity	0
5013	treat delightful witty improbable romantic comedy zippy jazzy score grant bullock make look though much fun	4
5014	whereas extremely competent hitman film pulp fiction get shorty resonate sardonic verve caustic purpose existing cletis tout	2
5015	probably worth catching solely visual merit	4
5016	bartlett hero remains reactive cipher opening man head heart imaginable reason film made	2
5017	may think figured con player debut film argentine director fabian bielinsky thinking someone made wallet	0
5018	sharp quick documentary funny pithy illuminating era theatrical comedy past really n	4
5019	major waste generic	0
5020	lrb johnnie wai ka fai rrb sure find enthusiastic audience among american action adventure buff film interest may narrow attract crossover viewer	0
5021	movie dud	0
5022	fun adventure movie kid lrb age rrb like adventure	4
5023	type film growing n see often enough day realistic urgent sugarcoated least	4
5024	great script brought lousy direction	0
5025	unless come film skateboard arm going feel like n invited party	0
5026	downbeat nearly humorless becomes chore sit despite first rate performance lead	0
5027	thing sort minimalist beauty beast case beast definitely get top billing	4
5028	picture mostly lump run mill profanity sprinkled remark geared toward engendering audience sympathy might think running office trying win probation officer	0
5029	tell lrb story rrb atmospheric ballast shrugging plot persnickety problem simply matter lrb rrb shrugging mood	2
5030	fast paced wonderfully edited film extremely thorough	4
5031	give everyone something shout	4
5032	showcase scenic splendor mountain legendary actor michel serrault film le successful level	4
5033	thing frustrating film buff seeing otherwise good movie marred beyond redemption disastrous ending	0
5034	long movie	0
5035	fire burn come face face couple dragon film ultimately fails	0
5036	parker update setting attempt make film relevant today without fully understanding made story relevant first place	0
5037	missing moral	0
5038	ok arthouse	2
5039	film exactly assured execution notable sheer audacity openness	4
5040	reminder used make movie also sometimes still made	4
5041	true title trap audience series relentlessly nasty situation would pay considerable ransom looking	0
5042	follows basic plot trajectory nearly every schwarzenegger film someone cross arnie	2
5043	hot topic plot relegated background welcome step forward sally jesse raphael atmosphere film like philadelphia american beauty	4
5044	contrasting original ringu current americanized adaptation akin comparing evil dead evil dead ii	0
5045	film plight american indian modern america skin come welcome downbeat missive forgotten front	4
5046	director paul cox unorthodox abstract approach visualizing nijinsky diary stimulating demanding	4
5047	likely little crossover appeal without much interest elizabethan lrb well rank frustration know rubbo dumbed tactic rrb much ado something amicable endeavor	4
5048	film fierce dance destruction	4
5049	impossible even categorize smutty guilty pleasure	0
5050	nothing widget cranked assembly line see stupid american get kick goofy brit cute accent performing age old slapstick unfunny trick	0
5051	make difference	4
5052	look like action movie poorly made level n even qualify spoof	0
5053	like invited classy dinner soiree knowing anyone	2
5054	get feardotcom like something bad clive barker movie	0
5055	knockaround guy play like student film two guy desperately want quentin tarantino grow	0
5056	story lacking real emotional impact plot contrived cliched	0
5057	probably love	4
5058	one slough one way mire alleged psychological thriller search purpose even plot	0
5059	cynic need apply	2
5060	involving inspirational drama sometimes fall prey sob story trapping	2
5061	sense real magic perhaps	4
5062	bouquet give performance masterly	4
5063	yes spirited away triumph imagination also failure storytelling	0
5064	face chillingly unemotive yet communicates great deal performance	2
5065	shrewd pointless	0
5066	heady biting bop ride nighttime manhattan loquacious videologue modern male length go weave protective cocoon around ego	4
